OBJECTID,APN,APN_8,PARCELID,FRACTINT,LEGLDESC,ASR_LAND,ASR_IMPR,ASR_TOTAL,DOCTYPE,DOCNMBR,DOCDATE,ACREAGE,TAXSTAT,OWNEROCC,TRANUM,ASR_ZONE,UNITQTY,SUBMAP,SUBNAME,BEDROOMS,BATHS,POOL,PAR_VIEW,SITUS_ZIP,X_COORD,Y_COORD,SUB_TYPE,MULTI,Shape_Length,Shape_Area,SITUS_JURI,SITUS_STRE,SITUS_SUFF,SITUS_POST,SITUS_PRE_,SITUS_ADDR,SITUS_FRAC,SITUS_BUIL,SITUS_SUIT,ASR_LANDUS,NUCLEUS_ZO,NUCLEUS_US,SITUS_COMM,YEAR_EFFEC,TOTAL_LVG_,ADDITION_A,GARAGE_CON,GARAGE_STA,CARPORT_ST,USABLE_SQ_,QUAL_CLASS,NUCLEUS_SI,NUCLEUS__1,NUCLEUS__2,OVERLAY_JU,SHAPE_STAr,SHAPE_STLe
893605,5333131014,53331310,258424,1,LOT 1*US 14PER DOC06-117660&UND INT IN\,468180,161262,629442,1,420775,081616,0,T, ,08242,1,1,015269, ,002,020, , ,92101-2539,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,14,17,10,171,SAN DIEGO,01,927,0, ,001,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
893940,5333131028,53331310,258424,5,LOT 1*US 28PER DOC06-117660&UND INT IN\,173517,342969,516486,1,181886,050514,0,T,Y,08242,1,1,015269, ,002,020, , ,92101-2542,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,28,17,10,171,SAN DIEGO,01,937,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
904133,5332332100,53323321,136008,1,BLK 38*LOT 15*/EXC SLY 17 FT/*,66981,60891,127872,1,047098,020819,0,T, ,08242,6,2,CC1-1874,MIDDLETOWN,000,000, , ,92101-2504,6279385.57728,1844383.41691,1,N,261.0945467247649,3138.753595396546,SD,COLUMBIA,ST, , ,1764, , , ,13,60,130,SAN DIEGO,00,0,0, , , , , ,1764,0, ,SD,3138.77929688,261.095084877
904146,5332331000,53323310,158734,1,BLK 38*LOTS 10 & 11*/EXC E 50 FT/*,1103904,0,1103904,1,401579,091714,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101,6279394.38967,1844166.07454,1,N,241.08978472723427,3378.4311789775384,SD,DATE,ST, ,W,518, , , ,31,60,311,SAN DIEGO,00,0,0, , , ,03744, ,518,522, ,SD,3378.42578125,241.089988408
911037,5332231370,53322313,136033,1,LOT 2*USS512PER DOC06-88394&UND INT IN\,204000,226000,430000,1,678855,110112,0,T, ,08242,1,1,015180, ,002,010, ,Y,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,512,17,10,171,SAN DIEGO,04,811,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
917076,5332231364,53322313,136033,1,LOT 2*USS506PER DOC06-88394&UND INT IN\,206736,238321,445057,1,698283,112713,0,T,Y,08242,1,1,015180, ,002,020, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,506,17,10,171,SAN DIEGO,04,1064,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
920278,5332231318,53322313,136033,1,LOT 2*USS217PER DOC06-88394&UND INT IN\,119000,206000,325000,1,136637,022706,0,T,Y,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,217,17,10,171,SAN DIEGO,04,599,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
920536,5332231351,53322313,136033,5,LOT 2*USS412PER DOC06-88394&UND INT IN\,88310,259414,347724,1,485827,081512,0,T, ,08242,1,1,015180, ,002,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,412,17,10,171,SAN DIEGO,04,811,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
920617,5332231369,53322313,136033,1,LOT 2*USS511PER DOC06-88394&UND INT IN\,98054,217214,315268,1,132656,030712,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,511,17,10,171,SAN DIEGO,04,817,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
924393,5332331300,53323313,136006,1,BLK 38*LOT 13*,297837,186145,483982,6,661478,031811,0,T, ,08242,6,4,CC1-1874,MIDDLETOWN,000,000, , ,92101-2529,6279403.06248,1844277.49131,1,N,297.98036182493325,4978.319174423308,SD,COLUMBIA,ST, , ,1746, , , ,13,60,130,SAN DIEGO,28,3636,0, , , ,04900,C055,1746,0, ,SD,4978.30078125,297.980429865
928069,5332320100,53323201,193660,1,BLK 39*LOT 1*/EXC S 4 FT/*,455051,69991,525042,1,370292,082686,0,T, ,08242,7,2,CC1-1874,MIDDLETOWN,000,000, , ,92101-2224,6279000.52,1844469.27825,1,N,325.7659674207911,6273.398478383774,SD,FIR,ST, ,W,731, , , ,13,70,130,SAN DIEGO,23,2305,0, , , ,06174,D050,731,0, ,SD,6273.39550781,325.765801163
928450,5332230716,53322307,193650,1,BLK 43*US 16PER DOCS92-654856&92-807132&UND INT IN LOT 7\,237744,231410,469154,6,145280,033017,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,020, , ,92101-2238,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,401,17,10,170,SAN DIEGO,93,903,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
937607,5332332000,53323320,136018,2,BLK 38*POR*,50426,48932,99358,2,166782,041317,0,T, ,08242,6,3,CC1-1874,MIDDLETOWN,000,000, , ,92101-2506,6279352.75386,1844612.74659,1,N,289.3949298870562,4031.750496493956,SD,COLUMBIA,ST, , ,1840, , , ,13,60,130,SAN DIEGO,00,1820,0, , , ,03954, ,1840,0, ,SD,4031.75097656,289.394748535
957760,5333131005,53331310,258424,1,LOT 1*US 5 PER DOC06-117660&UND INT IN\,127950,153539,281489,1,606556,111411,0,T, ,08242,1,1,015269, ,001,010, , ,92101-2537,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,05,17,10,171,SAN DIEGO,01,792,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
963202,5332230809,53322308,136030,5,BLK 43*US 9 PER DOCS05-587983&06-148000&UND INT IN LOT 8 IN\,169000,336000,505000,1,303876,070617,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,020, , ,92101-2249,6279292.96848,1844777.3192,1,N,300.6181059854389,5015.421837860582,SD,COLUMBIA,ST, , ,1918, , ,09,17,10,171,SAN DIEGO,06,1082,0, ,001,000,00000,D070,1918,0, ,SD,5015.43261719,300.618300839
964305,5332231374,53322313,136033,1,LOT 2*USS516PER DOC06-88394&UND INT IN\,66232,126947,193179,1,037298,011713,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,516,17,10,171,SAN DIEGO,04,561,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
964657,5332231362,53322313,136033,2,LOT 2*USS504PER DOC06-88394&UND INT IN\,116596,202231,318827,1,470627,102914,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,504,17,10,171,SAN DIEGO,04,516,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
971212,5333130200,53331302,258423,3,BLK 30*LOT 2*,43878,183,44061,1,240146,053017,0,T, ,08242,7,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2521,6279053.35865,1843968.00917,1,N,300.42095963550264,5013.423728181955,SD,KETTNER,BLVD, , ,1665, , , ,46,70,460,SAN DIEGO,00,0,0, , , , , ,1665,0, ,SD,5013.42285156,300.421002692
977122,5333131026,53331310,258424,1,LOT 1*US 26PER DOC06-117660&UND INT IN\,239258,291022,530280,2,363285,072016,0,T, ,08242,1,1,015269, ,002,020, , ,92101-2542,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,26,17,10,171,SAN DIEGO,01,937,0, ,001,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
978756,5333510100,53335101,158736,1,BLK 31*LOT 1*,3311718,386364,3698082,1,401579,091714,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2508,6279328.83359,1844015.53266,1,N,299.52874580795185,4988.401323610154,SD,DATE,ST, ,W,523, , , ,21,60,210,SAN DIEGO,49,4166,0, , , ,05000,C025,523,0, ,SD,4988.39550781,299.528659541
985608,5332231327,53322313,136033,1,LOT 2*USS307PER DOC06-88394&UND INT IN\,182392,187411,369803,3,900555,042819,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,307,17,10,171,SAN DIEGO,04,805,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
991668,5332230805,53322308,136030,1,BLK 43*US 5 PER DOCS05-587983&06-148000&UND INT IN LOT 8 IN\,133143,314227,447370,1,511373,092616,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,001,010, , ,92101-2249,6279292.96848,1844777.3192,1,N,300.6181059854389,5015.421837860582,SD,COLUMBIA,ST, , ,1918, , ,05,17,10,171,SAN DIEGO,06,822,0, ,001,000,00000,D070,1918,0, ,SD,5015.43261719,300.618300839
995950,5332231329,53322313,136033,1,LOT 2*USS309PER DOC06-88394&UND INT IN\,98354,200183,298537,1,427676,070913,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,309,17,10,171,SAN DIEGO,04,807,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
996327,5332231375,53322313,136033,1,LOT 2*USS517PER DOC06-88394&UND INT IN\,57715,155840,213555,1,269076,052009,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,517,17,10,171,SAN DIEGO,04,599,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
997434,5332231305,53322313,136033,1,LOT 2*USS204PER DOC06-88394&UND INT IN\,64219,149847,214066,1,322689,062810,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,204,17,10,171,SAN DIEGO,04,631,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
1009604,5332321700,53323217,722894,1,BLK 39*LOTS 8&9\,1484364,3278425,4762789,1,567343,101890,0,T, ,08242,6,80,CC1-1874,MIDDLETOWN,000,000, , ,92101-2526,6279144.27852,1844171.87942,1,N,359.8283546863083,8030.199098382113,SD,DATE,ST, ,W,606, , , ,26,60,260,SAN DIEGO,91,25767,0, ,000,000,08085,D065,606,0, ,SD,8030.20019531,359.828564364
1021424,5333521800,53335218,136004,1,BLK 32*LOT 5*LOTS 3 THRU\,1653385,788704,2442089,1,084405,021800,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2501,6279601.87121,1843863.65387,1,N,498.94343718495963,14921.31750541475,SD,COLUMBIA,ST, , ,1629, , , ,21,60,210,SAN DIEGO,79,8340,7900, ,000,000,15000,D080,1629,0, ,SD,14921.3115234,498.943367831
1025746,5333131009,53331310,258424,1,LOT 1*US 9 PER DOC06-117660&UND INT IN\,187961,159765,347726,1,827824,123112,0,T,Y,08242,1,1,015269, ,002,020, , ,92101-2539,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,09,17,10,171,SAN DIEGO,01,722,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
